기관유형,대표 전화번호,보건기관명,상위기관명,시군구,시도,주소,홈페이지 주소
보건진료소,043-201-3696,금계보건진료소,청주시흥덕보건소,청주시 흥덕구,충청북도,충청북도 청주시 흥덕구 옥산면 금계2길 8 금계보건진료소,
보건진료소,043-201-3697,소로보건진료소,청주시흥덕보건소,청주시 흥덕구,충청북도,충청북도 청주시 흥덕구 옥산면 소로1길 68 소로보건진료소,
보건진료소,043-201-3694,강내면태성보건진료소,청주시흥덕보건소,청주시 흥덕구,충청북도,충청북도 청주시 흥덕구 강내면 태성2길 9-39 (태성보건진료소) 태성보건진료소,
보건진료소,043-201-3698,호죽보건진료소,청주시흥덕보건소,청주시 흥덕구,충청북도,충청북도 청주시 흥덕구 옥산면 오산가좌로 432-4 호죽보건진료소,
보건진료소,043-201-3703,석성보건진료소,청주시청원보건소,청주시 청원구,충청북도,충청북도 청주시 청원구 북이면 용계1길 77 석성보건진료소,
보건진료소,043-201-3704,영하보건진료소,청주시청원보건소,청주시 청원구,충청북도,충청북도 청주시 청원구 북이면 영하길 5 영하보건진료소,
보건진료소,043-201-3702,유리보건진료소,청주시청원보건소,청주시 청원구,충청북도,충청북도 청주시 청원구 오창읍 일신길 9 (오창유리보건진료소) 유리보건진료소,
보건진료소,043-201-3701,가좌보건진료소,청주시청원보건소,청주시 청원구,충청북도,충청북도 청주시 청원구 오창읍 오창가좌1길 47 가좌보건진료소,
보건진료소,043-201-3705,추학보건진료소,청주시청원보건소,청주시 청원구,충청북도,충청북도 청주시 청원구 북이면 용계내추로 362 추학보건진료소,
보건진료소,043-201-3700,탑리보건진료소,청주시청원보건소,청주시 청원구,충청북도,충청북도 청주시 청원구 오창읍 탑리길 21-4 탑리보건진료소,
보건진료소,043-201-3699,오근장보건진료소,청주시청원보건소,청주시 청원구,충청북도,"충청북도 청주시 청원구 팔결로 121-1 (오동동, 오근장보건진료소) 오근장보건진료소",
보건진료소,043-850-4968,개천안보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 동량면 호반로 371-14 (개천안보건진료소) .,
보건진료소,043-850-4498,대사보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 수안보면 사문한절2길 6 (대사보건진료소) .,
보건진료소,043-850-4977,대전보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 동량면 내동1길 19 (대전보건진료소) .,
보건진료소,043-850-4918,동락보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 신니면 동락길 49 (신니동락보건진료소) .,
보건진료소,043-850-4968,매현보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 대소원면 매현새터2길 3 (매현보건진료소) .,
보건진료소,043-850-4978,명서보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 산척면 인등로 585-6 (명서보건진료소) .,
보건진료소,043-850-4488,문산보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 살미면 문산길 29 (문산보건진료소) .,
보건진료소,043-850-4998,복탄보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 소태면 덕은로 756 (복탄보건진료소) .,
보건진료소,043-850-4928,수룡보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 노은면 원모롱이길 19 (수룡보건진료소) .,
보건진료소,043-850-4927,안락보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 노은면 대덕길 26 (안락보건진료소) .,
보건진료소,043-850-4938,앙암보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 앙성면 앙암로 679 (앙암보건진료소) .,
보건진료소,043-850-4958,오석보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 금가면 김생로 750 (오석보건진료소) .,
보건진료소,043-850-4478,장록보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 주덕읍 장록당우길 304 .,
보건진료소,043-850-4988,추평보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 엄정면 가춘리길 65 (추평보건진료소) .,
보건진료소,043-850-4957,가흥보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 중앙탑면 창말고개길 2 (가흥보건진료소) .,
보건진료소,043-850-4487,공이보건진료소,충주시보건소,충주시,충청북도,충청북도 충주시 살미면 공이동길 508-22 (공이보건진료소) .,
보건진료소,043-641-3267,대전보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 수산면 인삼로 531 (대전보건진료소) 대전보건진료소,
보건진료소,043-641-3268,도기보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 덕산면 도기길 49 (도기보건진료소) 도기보건진료소,
보건진료소,043-641-3266,도전보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 수산면 오티로 276 (도전보건진료소) 도전보건진료소,
보건진료소,043-641-3263,마곡보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 봉양읍 국사봉로7길 15 (마곡보건진료소) 마곡보건진료소,
보건진료소,043-641-3271,송한보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 송학면 송한2길 6 송한보건진료소,
보건진료소,043-641-3264,양화보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 금성면 청풍호로27길 9 (양화보건지소) 양화보건진료소,
보건진료소,043-641-3261,옥전보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 봉양읍 옥전길 34 (옥전보건진료소) 옥전보건진료소,
보건진료소,043-641-3269,월악보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 덕산면 월악산로4길 31 월악보건진료소,
보건진료소,043-641-3265,장선보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 청풍면 인등로 1497 장선보건진료소,
보건진료소,043-641-3262,공전보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 봉양읍 의암로4길 18 (공전보건지료소) 공전보건진료소,
보건진료소,043-641-3270,화당보건진료소,제천시보건소,제천시,충청북도,충청북도 제천시 백운면 화당로2길 15 (화당보건진료소) 화당보건진료소,
보건진료소,043-542-9515,고석보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 회인면 고석길 6 (고석지구보건진료소) 고석보건진료소,
보건진료소,043-542-3129,마로면기대보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 마로면 기대2길 23 (기대지구보건진료소) 기대보건진료소,
보건진료소,043-542-5558,동정보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 수한면 안내수한로 1077 (동정지구보건진료소) 동정보건진료소,
보건진료소,043-542-8076,매화보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 탄부면 덕동고승로 294 (매화지구보건진료소) 매화보건진료소,
보건진료소,043-542-2092,묘서보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 수한면 묘서광촌길 3 묘서보건진료소,
보건진료소,043-542-2035,강신보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 보은읍 강신1길 34 (강신지구보건진료소) 강신보건진료소,
보건진료소,043-542-4684,북암보건진료소,보은군보건소,보은군,충청북도,"충청북도 보은군 속리산면 북암1길 36, 북암보건진료소 (북암보건진료소) 북암보건진료소",
보건진료소,043-542-4271,산대보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 산외면 내북산외로 788-6 (산대보건진료소) 산대보건진료소,
보건진료소,043-542-3740,세중보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 마로면 세중2길 34-1 (세중지구보건진료소) 세중보건진료소,
보건진료소,043-542-7191,송죽보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 삼승면 거현송죽로 451 (송죽보건진료소) 송죽보건진료소,
보건진료소,043-542-0838,궁보건진료소,보은군보건소,보은군,충청북도,"충청북도 보은군 내북면 산척상궁로 370-121, 궁보건진료소 (궁보건진료소) 궁보건진료소",
보건진료소,043-542-4797,장갑보건진료소,보은군보건소,보은군,충청북도,"충청북도 보은군 산외면 산외로 690, 장갑보건진료소 (장갑보건진료소) 장갑보건진료소",
보건진료소,043-542-1675,중초보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 보은읍 장속중초로 327-23 (중초보건진료소) 중초보건진료소,
보건진료소,043-542-6108,장안보건진료소,보은군보건소,보은군,충청북도,충청북도 보은군 장안면 장안로 7-2 (장안지구보건진료소) 장안보건진료소,
보건진료소,043-730-2098,국원보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 군북면 석호길 5 (국원보건지소) 국원보건진료소,
보건진료소,043-730-2097,대정보건진료소,옥천군보건소,옥천군,충청북도,"충청북도 옥천군 군북면 비야대정로 733, 주1동 (대정보건진료소) 대정보건진료소",
보건진료소,043-730-2057,도곡보건진료소,옥천군보건소,옥천군,충청북도,"충청북도 옥천군 청성면 남부로 3180, 도곡보건진료소 (도곡보건진료소) 도곡보건진료소",
보건진료소,043-730-2049,동대보건진료소,옥천군보건소,옥천군,충청북도,"충청북도 옥천군 안내면 안내보은로 226, 주1동 (동대보건지소) 동대보건진료소",
보건진료소,043-730-2059,묘금보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 청성면 묘금3길 29 묘금보건진료소,
보건진료소,043-730-2028,석탄보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 동이면 안터2길 8 (수북보건소) 석탄보건진료소,
보건진료소,043-730-2068,신매보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 청산면 신매길 18 (신매 보건진료소) 신매보건진료소,
보건진료소,043-730-2069,예곡보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 청산면 예곡2길 7 (예곡보건진료소) 예곡보건진료소,
보건진료소,043-730-2079,개심보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 이원면 이원로 378 (개심리보건진료소) 개심보건진료소,
보건진료소,043-730-2089,은행보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 군서면 은행1길 25 은행보건진료소,
보건진료소,043-730-2029,우산보건진료소,옥천군보건소,옥천군,충청북도,"충청북도 옥천군 동이면 금강로 694, 주1동 (우산보건진료소) 우산보건진료소",
보건진료소,043-730-2067,의동보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 청산면 의지길 245 (의동 보건진료소) 의동보건진료소,
보건진료소,043-730-2099,증약보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 군북면 증약1길 10-5 증약보건진료소,
보건진료소,043-730-2039,지수보건진료소,옥천군보건소,옥천군,충청북도,"충청북도 옥천군 안남면 안남로 796, 주1동 (지수보건진료소) 지수보건진료소",
보건진료소,043-730-2078,원동보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 이원면 원동3길 9 (원동보건진료소) 원동보건진료소,
보건진료소,043-730-2058,화성보건진료소,옥천군보건소,옥천군,충청북도,충청북도 옥천군 청성면 한두레로 17 화성보건진료소,
보건진료소,043-744-3011,남전보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 양강면 괴목산막로 272 (남전보건진료소) 남전보건진료소,
보건진료소,043-743-8833,누교보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 양산면 천태산로 362-1 (누교보건진료소) 누교보건진료소,
보건진료소,043-742-8164,매금보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 용산면 남부로 1402 (매금보건진료소) 매금보건진료소,
보건진료소,043-745-0030,물한보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 상촌면 물한계곡로 1105 (물한보건진료소) 물한보건진료소,
보건진료소,043-744-1279,범화보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 학산면 용화양강로 1491 (범화보건진료소) 범화보건진료소,
보건진료소,043-744-3590,부상보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 용산면 부상1길 17 (부상보건진료소) 부상보건진료소,
보건진료소,043-742-3318,신안보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 추풍령면 신안로 486 (신안보건진료소) 신안보건진료소,
보건진료소,043-744-4584,심원보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 영동읍 심원회포로 321 (심원보건진료소) 심원보건진료소,
보건진료소,043-743-2519,어촌보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 매곡면 괘방령로 555 (어촌보건진료소) 어촌보건진료소,
보건진료소,043-743-3523,궁촌보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 상촌면 상촌로 834 (궁촌보건진료소) 궁촌보건진료소,
보건진료소,043-744-8270,기호보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 심천면 양산심천로 803 (기호보건진료소) 기호보건진료소,
보건진료소,043-743-5233,하도대보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 상촌면 민주지산로 2691 (하도대보건진료소) 하도대보건진료소,
보건진료소,043-742-9060,용암보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 황간면 하용암2길 4 (용암보건진료소) 용암보건진료소,
보건진료소,043-745-1228,조동보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 용화면 민주지산로 781 (조동보건진료소) 조동보건진료소,
보건진료소,043-743-8834,죽산보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 양산면 양산심천로 307 죽산진료소,
보건진료소,043-745-9388,지내보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 학산면 넘벌2길 3 (지내진료보건소) 지내진료소,
보건진료소,043-743-0657,화신보건진료소,영동군보건소,영동군,충청북도,충청북도 영동군 영동읍 당곡로 13 (화신보건진료소) 화신진료소,
보건진료소,043-835-3897,남차보건진료소,증평군보건소,증평군,충청북도,충청북도 증평군 증평읍 초정약수로 1147 (남차보건진료소) 남차보건진료소,
보건진료소,043-539-7495,사양보건진료소,진천군보건소,진천군,충청북도,충청북도 진천군 문백면 농다리로 1215 (사양보건진료소) 사양보건진료소,
보건진료소,043-539-7492,선옥보건진료소,진천군보건소,진천군,충청북도,충청북도 진천군 덕산읍 기전2길 7 (선옥보건진료소) 선옥보건진료소,
보건진료소,043-539-7493,오갑보건진료소,진천군보건소,진천군,충청북도,충청북도 진천군 초평면 영주원1길 22-12 (오갑보건진료소) 오갑보건진료소,
보건진료소,043-539-7494,용산보건진료소,진천군보건소,진천군,충청북도,충청북도 진천군 초평면 원댕이길 10 (용산보건진료소) 용산보건진료소,
보건진료소,043-539-7491,사석보건진료소,진천군보건소,진천군,충청북도,충청북도 진천군 진천읍 금사로 395-1 (사석보건진료소) 사석보건진료소,
보건진료소,043-539-7496,용덕보건진료소,진천군보건소,진천군,충청북도,충청북도 진천군 백곡면 용진길 93 (용덕보건진료소) 용덕보건진료소,
보건진료소,043-539-7497,신월보건진료소,진천군보건소,진천군,충청북도,충청북도 진천군 이월면 신정길 57 신월보건진료소,
보건진료소,043-833-3583,강천보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 사리면 모래재로 921 (강천보건진료소) 강천보건진료소,
보건진료소,043-833-5458,내응보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 연풍면 유상2길 29 (내응보건진료소) 내응보건진료소,
보건진료소,043-832-4679,대후보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 청천면 대티길 290 (대후보건진료소) 대후보건진료소,
보건진료소,043-833-6166,덕평보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 청천면 송문로덕평길 23 (덕평진료소) 덕평보건진료소,
보건진료소,043-832-8384,몽촌보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 소수면 원소로몽촌1길 26 (몽촌보건진료소) 몽촌보건진료소,
보건진료소,043-832-7304,방곡보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 장연면 충민로 1580 (방곡보건진료소) 방곡보건진료소,
보건진료소,043-833-4137,삼방보건진료소,괴산군보건소,괴산군,충청북도,"충청북도 괴산군 불정면 쇠실로 285, A동 (삼방보건진료소) 삼방보건진료소",
보건진료소,043-833-7293,세평보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 불정면 관동로세평4길 13 (괴산군보건소세평진료소) 세평보건진료소,
보건진료소,043-832-3716,신기보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 괴산읍 관동로 533-3 (신기보건진료소) 신기보건진료소,
보건진료소,043-832-6281,신대보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 장연면 담바우길 47 (신대보건진료소) 신대보건진료소,
보건진료소,043-833-1092,신월보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 청천면 괴산로신월1길 2 (신월보건진료소) 신월보건진료소,
보건진료소,043-832-5836,외사보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 칠성면 명태재로외사5길 26 (괴산보건소외사진료소) 외사보건진료소,
보건진료소,043-832-9745,운곡보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 청안면 질마로 902-5 (운곡보건진료소) 운곡보건진료소,
보건진료소,043-833-3716,이담보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 감물면 잉어수2길 3 (이담보건진료소) 이담보건진료소,
보건진료소,043-836-7269,중흥보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 사리면 중흥로4길 16-2 (중흥보건진료소) 중흥보건진료소,
보건진료소,043-832-9289,지경보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 청천면 괴산로 2567 (지경리보건진료소) 지경보건진료소,
보건진료소,043-833-4133,추산보건진료소,괴산군보건소,괴산군,충청북도,충청북도 괴산군 불정면 동추산1길 12 (추산보건진료소) 추산보건진료소,
보건진료소,043-871-2203,내곡보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 금왕읍 금일로454번길 7 (내곡보건진료소) 내곡보건진료소,
보건진료소,043-871-2211,내산보건진료소,음성군보건소,음성군,충청북도,"충청북도 음성군 대소면 삼양로1042번길 1, 내산보건진료소 (내산보건진료소) 내산보건진료소",
보건진료소,043-871-2213,능산보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 삼성면 금율로389번길 45-6 (능산보건진료소) 능산보건진료소,
보건진료소,043-871-2209,두성보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 맹동면 맹골길 142 (두성보건진료소) 두성보건진료소,
보건진료소,043-871-2208,봉현보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 맹동면 봉현로 126 (봉현보건진료소) 봉현보건진료소,
보건진료소,043-871-2210,부윤보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 대소면 대동로530번길 24 (부윤보건진료소) 부윤보건진룟소,
보건진료소,043-871-2214,상곡보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 삼성면 청용로127번길 15 (상곡보건진료소) 상곡보건진료소,
보건진료소,043-871-2218,상평보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 감곡면 감노로 156-12 (상평보건진료소) 상평보건진료소,
보건진료소,043-871-2212,선정보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 삼성면 천평길 206 (선정보건진료소) 선정보건진료소,
보건진료소,043-871-2217,오궁보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 감곡면 오궁길5번길 8-4 (오궁보건진료소) 오궁보건진료소,
보건진료소,043-871-2207,용촌보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 맹동면 용촌길 105 (용촌보건진료소) 용촌보건진료소,
보건진료소,043-871-2202,유포보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 금왕읍 버들개길 59-4 (유포보건진료소) 유포보건진료소,
보건진료소,043-871-2216,관성보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 생극면 생삼로295번길 15 (관성보건진료소) 관성보건진료소,
보건진료소,043-871-2201,삼생보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 음성읍 덕생로 335 (삼생보건진료소) 삼생보건진료소,
보건진료소,043-871-2206,조촌보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 원남면 원중로417번길 15 (조촌보건소) 조촌보건진료소,
보건진료소,043-871-2205,주봉보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 원남면 주봉로 13 (주봉보건진료소) 주봉보건진료소,
보건진료소,043-871-2215,차평보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 생극면 음성로 1868-5 (차평보건진료소) 차평보건진료소,
보건진료소,043-871-2204,충도보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 소이면 충도로295번길 21 (충도보건진료소) 충도보건진료소,
보건진료소,043-871-2219,중동보건진료소,음성군보건소,음성군,충청북도,충청북도 음성군 소이면 한불로706번길 20-1 중동보건진료소,
보건진료소,043-420-3382,가대보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 가곡면 가대궁골1길 20 (보건진료소) 가대보건진료소,
보건진료소,043-420-3384,각기보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 적성면 금수산로 3 (각기보건진료소) 각기보건진료소,
보건진료소,043-420-3385,고평보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 단성면 설마로 154 (보건진료소) 고평보건진료소,
보건진료소,043-420-3386,노동보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 단양읍 단양노동길 1-17 (노동보건진료소) 노동보건진료소,
보건진료소,043-420-3383,가산보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 단성면 가산3길 10 (가산보건소) 가산보건진료소,
보건진료소,043-420-3393,별방보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 영춘면 별방창원로 439-5 (별방보건진료소) 별방보건진료소,
보건진료소,043-420-3387,대대보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 가곡면 새밭로 469-17 (대대보건진료소) 대대보건진료소,
보건진료소,043-420-3389,덕문곡보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 어상천면 연곡심곡로 166 (덕문곡진료소) 덕문곡보건진료소,
보건진료소,043-420-3394,보발보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 가곡면 보발본동1길 12 (보발보건진료소) 보발보건진료소,
보건진료소,043-420-3395,석교보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 어상천면 석교1길 28-3 (석교보건진료소) 석교보건진료소,
보건진료소,043-420-3396,여천보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 가곡면 여천1길 20 (여천진료소) 여천보건진료소,
보건진료소,043-420-3397,의풍보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 영춘면 의풍5길 52 (의풍2리보건진료소) 의풍보건진료소,
보건진료소,043-420-3398,장정보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 대강면 장정길 11 (장정보건진료소) 장정보건진료소,
보건진료소,043-420-3399,황정보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 대강면 황정1길 36-6 (황정보건진료소) 황정보건진료소,
보건진료소,043-420-3377,가평보건진료소,단양군보건의료원,단양군,충청북도,충청북도 단양군 매포읍 가평10길 16 가평보건진료소,
보건진료소,041-569-6103,위례보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 북면 대평2길 8 (의무과북면위례보건진료소) 위례보건진료소,
보건진료소,041-566-6690,행정보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 광덕면 차령고개로 1017 행정보건진료소,
보건진료소,041-568-3393,덕전보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 목천읍 유왕골2길 10 (의무과목천덕전보건진료소) 위례보건진료소,
보건진료소,041-553-2716,매성보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 병천면 봉항로 586 (의무과병천매성보건지료소) 매성보건진료소,
보건진료소,041-566-6881,미죽보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 풍세면 미죽2길 6 미죽보건진료소,
보건진료소,041-551-2881,발산보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 수신면 발산1길 132 (발산보건진료소) 발산보건진료소,
보건진료소,041-553-0766,봉양보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 성남면 봉양5길 25 봉양보건진료소,
보건진료소,041-566-7796,용정보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 풍세면 돈마루1길 29 용정보건진료소,
보건진료소,041-568-4491,화덕보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 동면 화덕1길 33 화덕보건진료소,
보건진료소,041-563-1665,보산원보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 광덕면 보산원2길 36 (보산원보건진료소) 보산원보건진료소,
보건진료소,041-569-8033,화성보건진료소,천안시동남구보건소,천안시 동남구,충청남도,충청남도 천안시 동남구 성남면 화성3길 21-9 (의무과성남화성진료소) 화성보건진료소,
보건진료소,041-583-9495,기로보건진료소,천안시서북구보건소,천안시 서북구,충청남도,충청남도 천안시 서북구 입장면 기로2길 6 (입장면 기로보건진료소) 기로보건진료소,
보건진료소,041-581-6558,신가보건진료소,천안시서북구보건소,천안시 서북구,충청남도,충청남도 천안시 서북구 성환읍 가동길 14-4 (의무과성환신가보건진료소) 신가보건진료소,
보건진료소,041-581-4926,안궁보건진료소,천안시서북구보건소,천안시 서북구,충청남도,충청남도 천안시 서북구 성환읍 안궁4길 84 (의무과성환안궁보건진료소) 안궁보건진료소,
보건진료소,041-583-4927,양당보건진료소,천안시서북구보건소,천안시 서북구,충청남도,충청남도 천안시 서북구 직산읍 양전길 50 양당보건진료소,
보건진료소,041-582-5706,가산보건진료소,천안시서북구보건소,천안시 서북구,충청남도,충청남도 천안시 서북구 입장면 톨미길 17 (의무과입장가산보건진료소) 가산보건진료소,
보건진료소,041-582-7775,수향보건진료소,천안시서북구보건소,천안시 서북구,충청남도,충청남도 천안시 서북구 성환읍 지족향길 55 (의무과성환수향보건진료소) 수향보건진료소,
보건진료소,041-583-6193,군서보건진료소,천안시서북구보건소,천안시 서북구,충청남도,충청남도 천안시 서북구 직산읍 군서4길 2 (의무과직산군서보건진료소) 군서보건진료소,
보건진료소,041-840-2503,구계보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 유구읍 양지뜸길 7 (구계보건진료소) 구계보건진료소,
보건진료소,041-840-2504,추계보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 유구읍 추동1길 1 (추계보건진료소) 추계보건진료소,
보건진료소,041-840-2515,대룡보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 신풍면 새우재길 51 대룡보건진료소,
보건진료소,041-840-2507,대학보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 탄천면 임천고개로 16 대학보건진료소,
보건진료소,041-840-2506,덕지보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 탄천면 하효동길 64-6 (덕지보건소) 덕지보건진료소,
보건진료소,041-840-2519,마암보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 반포면 마암길 29 (마암보건진료소) 마암보건진료소,
보건진료소,041-840-2512,문천보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 정안면 정안마곡사로 622 문천보건진료소,
보건진료소,041-840-2520,상신보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 반포면 도예촌길 6 (상신보건지소) 상신보건진료소,
보건진료소,041-840-2505,신흥보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 이인면 숭선군로 247-2 신흥보건진료소,
보건진료소,041-840-2509,양화보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 계룡면 신원사로 410 (양화보건진료소) 양화보건진료소,
보건진료소,041-840-2510,왕흥보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 계룡면 왕흥장악로 395 (왕흥보건진료소) 왕흥보건진료소,
보건진료소,041-840-2513,용봉보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 우성면 신영골길 1-6 용봉보건진료소,
보건진료소,041-840-2514,운암보건진료소,공주시보건소,공주시,충청남도,충청남도 공주시 사곡면 정안마곡사로 1762 운암보건진료소,
